cms_entity_name,feature_year_t,target_year_t1,claims,beneficiaries,spending,avg_spending_per_claim,avg_spending_per_beneficiary,manufacturer_count,claims_lag_1,claims_growth_yoy,beneficiaries_lag_1,beneficiary_growth_yoy,spending_lag_1,spending_growth_yoy,avg_spending_per_claim_growth,years_observed_before_t,claims_rolling_mean_2y,claims_rolling_std_2y,spending_rolling_mean_2y,is_first_observation_year,prior_shortage_count,ever_shortage_before_t,years_since_last_shortage,therapeutic_category,is_single_manufacturer,mapping_status,primary_rxcui,shortage_next_year
MALATHION,2021,2022,1765563.0,555963.0,83864267.2,47.5,150.85,5.0,1702507.0,0.037,536107.0,0.037,80869114.8,0.037,0.0,3,1734035.0,44587.33,82366691.0,0,0,0,-1,Unclassified / General,0,unique,6606,0
MALATHION,2022,2023,1828619.0,575819.0,86859419.6,47.5,150.85,5.0,1765563.0,0.0357,555963.0,0.0357,83864267.2,0.0357,0.0,4,1797091.0,44587.33,85361843.4,0,0,0,-1,Unclassified / General,0,unique,6606,0
MALATHION,2023,2024,1891675.0,595675.0,89854572.0,47.5,150.84,5.0,1828619.0,0.0345,575819.0,0.0345,86859419.6,0.0345,0.0,5,1860147.0,44587.33,88356995.8,0,0,0,-1,Unclassified / General,0,unique,6606,0
SPINOSAD,2018,2019,2278468.0,198468.0,44430126.0,19.5,223.87,5.0,2278468.0,0.0,198468.0,0.0,44430126.0,0.0,0.0,0,2278468.0,0.0,44430126.0,1,0,0,-1,Unclassified / General,0,unique,299081,0
SPINOSAD,2019,2020,2369606.0,206406.0,46207331.04,19.5,223.87,5.0,2278468.0,0.04,198468.0,0.04,44430126.0,0.04,0.0,1,2324037.0,64444.3,45318728.52,0,0,0,-1,Unclassified / General,0,unique,299081,0
SPINOSAD,2020,2021,2460745.0,214345.0,47984536.08,19.5,223.87,5.0,2369606.0,0.0385,206406.0,0.0385,46207331.04,0.0385,0.0,2,2415175.5,64445.0,47095933.56,0,0,0,-1,Unclassified / General,0,unique,299081,0
SPINOSAD,2021,2022,2551884.0,222284.0,49761741.12,19.5,223.87,5.0,2460745.0,0.037,214345.0,0.037,47984536.08,0.037,0.0,3,2506314.5,64445.0,48873138.6,0,0,0,-1,Unclassified / General,0,unique,299081,0
SPINOSAD,2022,2023,2643022.0,230222.0,51538946.16,19.5,223.87,5.0,2551884.0,0.0357,222284.0,0.0357,49761741.12,0.0357,0.0,4,2597453.0,64444.3,50650343.64,0,0,0,-1,Unclassified / General,0,unique,299081,0
SPINOSAD,2023,2024,2734161.0,238161.0,53316151.2,19.5,223.87,5.0,2643022.0,0.0345,230222.0,0.0345,51538946.16,0.0345,0.0,5,2688591.5,64445.0,52427548.68,0,0,0,-1,Unclassified / General,0,unique,299081,0
IVERMECTIN,2018,2019,820230.0,740230.0,25837245.0,31.5,34.9,7.0,820230.0,0.0,740230.0,0.0,25837245.0,0.0,0.0,0,820230.0,0.0,25837245.0,1,0,0,-1,Unclassified / General,0,unique,6069,0
IVERMECTIN,2019,2020,853039.0,769839.0,26870734.8,31.5,34.9,7.0,820230.0,0.04,740230.0,0.04,25837245.0,0.04,0.0,1,836634.5,23199.47,26353989.9,0,0,0,-1,Unclassified / General,0,unique,6069,0
IVERMECTIN,2020,2021,885848.0,799448.0,27904224.6,31.5,34.9,7.0,853039.0,0.0385,769839.0,0.0385,26870734.8,0.0385,0.0,2,869443.5,23199.47,27387479.7,0,0,0,-1,Unclassified / General,0,unique,6069,0
IVERMECTIN,2021,2022,918657.0,829057.0,28937714.4,31.5,34.9,7.0,885848.0,0.037,799448.0,0.037,27904224.6,0.037,0.0,3,902252.5,23199.47,28420969.5,0,0,0,-1,Unclassified / General,0,unique,6069,0
IVERMECTIN,2022,2023,951466.0,858666.0,29971204.2,31.5,34.9,7.0,918657.0,0.0357,829057.0,0.0357,28937714.4,0.0357,0.0,4,935061.5,23199.47,29454459.3,0,0,0,-1,Unclassified / General,0,unique,6069,0
IVERMECTIN,2023,2024,984276.0,888276.0,31004694.0,31.5,34.9,7.0,951466.0,0.0345,858666.0,0.0345,29971204.2,0.0345,0.0,5,967871.0,23200.17,30487949.1,0,0,0,-1,Unclassified / General,0,unique,6069,0
CROTAMITON,2018,2019,2676687.0,596687.0,103052449.5,38.5,172.71,8.0,2676687.0,0.0,596687.0,0.0,103052449.5,0.0,0.0,0,2676687.0,0.0,103052449.5,1,0,0,-1,Unclassified / General,0,unique,21766,0
CROTAMITON,2019,2020,2783754.0,620554.0,107174547.48,38.5,172.71,8.0,2676687.0,0.04,596687.0,0.04,103052449.5,0.04,0.0,1,2730220.5,75707.8,105113498.49,0,0,0,-1,Unclassified / General,0,unique,21766,0
CROTAMITON,2020,2021,2890821.0,644421.0,111296645.46,38.5,172.71,8.0,2783754.0,0.0385,620554.0,0.0385,107174547.48,0.0385,0.0,2,2837287.5,75707.8,109235596.47,0,0,0,-1,Unclassified / General,0,unique,21766,0
CROTAMITON,2021,2022,2997889.0,668289.0,115418743.44,38.5,172.71,8.0,2890821.0,0.037,644421.0,0.037,111296645.46,0.037,0.0,3,2944355.0,75708.51,113357694.45,0,0,0,-1,Unclassified / General,0,unique,21766,0
CROTAMITON,2022,2023,3104956.0,692156.0,119540841.42,38.5,172.71,8.0,2997889.0,0.0357,668289.0,0.0357,115418743.44,0.0357,0.0,4,3051422.5,75707.8,117479792.43,0,0,0,-1,Unclassified / General,0,unique,21766,0
CROTAMITON,2023,2024,3212024.0,716024.0,123662939.4,38.5,172.71,8.0,3104956.0,0.0345,692156.0,0.0345,119540841.42,0.0345,0.0,5,3158490.0,75708.51,121601890.41,0,0,0,-1,Unclassified / General,0,unique,21766,0
MINOXIDIL,2018,2019,1202793.0,122793.0,53524288.5,44.5,435.89,2.0,1202793.0,0.0,122793.0,0.0,53524288.5,0.0,0.0,0,1202793.0,0.0,53524288.5,1,0,0,-1,Unclassified / General,0,unique,6984,0
MINOXIDIL,2019,2020,1250904.0,127704.0,55665260.04,44.5,435.89,2.0,1202793.0,0.04,122793.0,0.04,53524288.5,0.04,0.0,1,1226848.5,34019.61,54594774.27,0,0,0,-1,Unclassified / General,0,unique,6984,0
MINOXIDIL,2020,2021,1299016.0,132616.0,57806231.58,44.5,435.89,2.0,1250904.0,0.0385,127704.0,0.0385,55665260.04,0.0385,0.0,2,1274960.0,34020.32,56735745.81,0,0,0,-1,Unclassified / General,0,unique,6984,0
MINOXIDIL,2021,2022,1347128.0,137528.0,59947203.12,44.5,435.89,2.0,1299016.0,0.037,132616.0,0.037,57806231.58,0.037,0.0,3,1323072.0,34020.32,58876717.35,0,0,0,-1,Unclassified / General,0,unique,6984,0
MINOXIDIL,2022,2023,1395239.0,142439.0,62088174.66,44.5,435.89,2.0,1347128.0,0.0357,137528.0,0.0357,59947203.12,0.0357,0.0,4,1371183.5,34019.61,61017688.89,0,0,0,-1,Unclassified / General,0,unique,6984,0
MINOXIDIL,2023,2024,1443351.0,147351.0,64229146.2,44.5,435.89,2.0,1395239.0,0.0345,142439.0,0.0345,62088174.66,0.0345,0.0,5,1419295.0,34020.32,63158660.43,0,0,0,-1,Unclassified / General,0,unique,6984,0
EFLORNITHINE,2018,2019,622908.0,542908.0,5917626.0,9.5,10.9,5.0,622908.0,0.0,542908.0,0.0,5917626.0,0.0,0.0,0,622908.0,0.0,5917626.0,1,0,0,-1,Unclassified / General,0,unique,569,0
EFLORNITHINE,2019,2020,647824.0,564624.0,6154331.04,9.5,10.9,5.0,622908.0,0.04,542908.0,0.04,5917626.0,0.04,0.0,1,635366.0,17618.27,6035978.52,0,0,0,-1,Unclassified / General,0,unique,569,0
EFLORNITHINE,2020,2021,672740.0,586340.0,6391036.08,9.5,10.9,5.0,647824.0,0.0385,564624.0,0.0385,6154331.04,0.0385,0.0,2,660282.0,17618.27,6272683.56,0,0,0,-1,Unclassified / General,0,unique,569,0
EFLORNITHINE,2021,2022,697656.0,608056.0,6627741.12,9.5,10.9,5.0,672740.0,0.037,586340.0,0.037,6391036.08,0.037,0.0,3,685198.0,17618.27,6509388.6,0,0,0,-1,Unclassified / General,0,unique,569,0
EFLORNITHINE,2022,2023,722573.0,629773.0,6864446.16,9.5,10.9,5.0,697656.0,0.0357,608056.0,0.0357,6627741.12,0.0357,0.0,4,710114.5,17618.98,6746093.64,0,0,0,-1,Unclassified / General,0,unique,569,0
EFLORNITHINE,2023,2024,747489.0,651489.0,7101151.2,9.5,10.9,5.0,722573.0,0.0345,629773.0,0.0345,6864446.16,0.0345,0.0,5,735031.0,17618.27,6982798.68,0,0,0,-1,Unclassified / General,0,unique,569,0
METHOXSALEN,2018,2019,3768909.0,688909.0,39573544.5,10.5,57.44,6.0,3768909.0,0.0,688909.0,0.0,39573544.5,0.0,0.0,0,3768909.0,0.0,39573544.5,1,0,0,-1,Unclassified / General,0,unique,6854,0
METHOXSALEN,2019,2020,3919665.0,716465.0,41156486.28,10.5,57.44,6.0,3768909.0,0.04,688909.0,0.04,39573544.5,0.04,0.0,1,3844287.0,106600.59,40365015.39,0,0,0,-1,Unclassified / General,0,unique,6854,0
METHOXSALEN,2020,2021,4070421.0,744021.0,42739428.06,10.5,57.44,6.0,3919665.0,0.0385,716465.0,0.0385,41156486.28,0.0385,0.0,2,3995043.0,106600.59,41947957.17,0,0,0,-1,Unclassified / General,0,unique,6854,0
METHOXSALEN,2021,2022,4221178.0,771578.0,44322369.84,10.5,57.44,6.0,4070421.0,0.037,744021.0,0.037,42739428.06,0.037,0.0,3,4145799.5,106601.3,43530898.95,0,0,0,-1,Unclassified / General,0,unique,6854,0
METHOXSALEN,2022,2023,4371934.0,799134.0,45905311.62,10.5,57.44,6.0,4221178.0,0.0357,771578.0,0.0357,44322369.84,0.0357,0.0,4,4296556.0,106600.59,45113840.73,0,0,0,-1,Unclassified / General,0,unique,6854,0
METHOXSALEN,2023,2024,4522690.0,826690.0,47488253.4,10.5,57.44,6.0,4371934.0,0.0345,799134.0,0.0345,45905311.62,0.0345,0.0,5,4447312.0,106600.59,46696782.51,0,0,0,-1,Unclassified / General,0,unique,6854,0
ACITRETIN,2018,2019,835949.0,755949.0,42215424.5,50.5,55.84,6.0,835949.0,0.0,755949.0,0.0,42215424.5,0.0,0.0,0,835949.0,0.0,42215424.5,1,0,0,-1,Unclassified / General,0,unique,16818,0
ACITRETIN,2019,2020,869386.0,786186.0,43904041.48,50.5,55.84,6.0,835949.0,0.04,755949.0,0.04,42215424.5,0.04,0.0,1,852667.5,23643.53,43059732.99,0,0,0,-1,Unclassified / General,0,unique,16818,0
ACITRETIN,2020,2021,902824.0,816424.0,45592658.46,50.5,55.84,6.0,869386.0,0.0385,786186.0,0.0385,43904041.48,0.0385,0.0,2,886105.0,23644.24,44748349.97,0,0,0,-1,Unclassified / General,0,unique,16818,0
ACITRETIN,2021,2022,936262.0,846662.0,47281275.44,50.5,55.84,6.0,902824.0,0.037,816424.0,0.037,45592658.46,0.037,0.0,3,919543.0,23644.24,46436966.95,0,0,0,-1,Unclassified / General,0,unique,16818,0
ACITRETIN,2022,2023,969700.0,876900.0,48969892.42,50.5,55.84,6.0,936262.0,0.0357,846662.0,0.0357,47281275.44,0.0357,0.0,4,952981.0,23644.24,48125583.93,0,0,0,-1,Unclassified / General,0,unique,16818,0
ACITRETIN,2023,2024,1003138.0,907138.0,50658509.4,50.5,55.84,6.0,969700.0,0.0345,876900.0,0.0345,48969892.42,0.0345,0.0,5,986419.0,23644.24,49814200.91,0,0,0,-1,Unclassified / General,0,unique,16818,0
CALCIPOTRIENE,2018,2019,4443809.0,363809.0,46659994.5,10.5,128.25,2.0,4443809.0,0.0,363809.0,0.0,46659994.5,0.0,0.0,0,4443809.0,0.0,46659994.5,1,0,0,-1,Unclassified / General,0,unique,29365,0
CALCIPOTRIENE,2019,2020,4621561.0,378361.0,48526394.28,10.5,128.25,2.0,4443809.0,0.04,363809.0,0.04,46659994.5,0.04,0.0,1,4532685.0,125689.64,47593194.39,0,0,0,-1,Unclassified / General,0,unique,29365,0
CALCIPOTRIENE,2020,2021,4799313.0,392913.0,50392794.06,10.5,128.25,2.0,4621561.0,0.0385,378361.0,0.0385,48526394.28,0.0385,0.0,2,4710437.0,125689.64,49459594.17,0,0,0,-1,Unclassified / General,0,unique,29365,0
CALCIPOTRIENE,2021,2022,4977066.0,407466.0,52259193.84,10.5,128.25,2.0,4799313.0,0.037,392913.0,0.037,50392794.06,0.037,0.0,3,4888189.5,125690.35,51325993.95,0,0,0,-1,Unclassified / General,0,unique,29365,0
CALCIPOTRIENE,2022,2023,5154818.0,422018.0,54125593.62,10.5,128.25,2.0,4977066.0,0.0357,407466.0,0.0357,52259193.84,0.0357,0.0,4,5065942.0,125689.64,53192393.73,0,0,0,-1,Unclassified / General,0,unique,29365,0
CALCIPOTRIENE,2023,2024,5332570.0,436570.0,55991993.4,10.5,128.25,2.0,5154818.0,0.0345,422018.0,0.0345,54125593.62,0.0345,0.0,5,5243694.0,125689.64,55058793.51,0,0,0,-1,Unclassified / General,0,unique,29365,0
ALCLOMETASONE,2018,2019,1299521.0,219521.0,29239222.5,22.5,133.2,2.0,1299521.0,0.0,219521.0,0.0,29239222.5,0.0,0.0,0,1299521.0,0.0,29239222.5,1,0,0,-1,Unclassified / General,0,unique,108088,0
ALCLOMETASONE,2019,2020,1351501.0,228301.0,30408791.4,22.5,133.2,2.0,1299521.0,0.04,219521.0,0.04,29239222.5,0.04,0.0,1,1325511.0,36755.41,29824006.95,0,0,0,-1,Unclassified / General,0,unique,108088,0
ALCLOMETASONE,2020,2021,1403482.0,237082.0,31578360.3,22.5,133.2,2.0,1351501.0,0.0385,228301.0,0.0385,30408791.4,0.0385,0.0,2,1377491.5,36756.12,30993575.85,0,0,0,-1,Unclassified / General,0,unique,108088,0
ALCLOMETASONE,2021,2022,1455463.0,245863.0,32747929.2,22.5,133.2,2.0,1403482.0,0.037,237082.0,0.037,31578360.3,0.037,0.0,3,1429472.5,36756.12,32163144.75,0,0,0,-1,Unclassified / General,0,unique,108088,0
ALCLOMETASONE,2022,2023,1507444.0,254644.0,33917498.1,22.5,133.2,2.0,1455463.0,0.0357,245863.0,0.0357,32747929.2,0.0357,0.0,4,1481453.5,36756.12,33332713.65,0,0,0,-1,Unclassified / General,0,unique,108088,0
ALCLOMETASONE,2023,2024,1559425.0,263425.0,35087067.0,22.5,133.2,2.0,1507444.0,0.0345,254644.0,0.0345,33917498.1,0.0345,0.0,5,1533434.5,36756.12,34502282.55,0,0,0,-1,Unclassified / General,0,unique,108088,0
DESONIDE,2018,2019,3114038.0,34038.0,123004501.0,39.5,3613.74,7.0,3114038.0,0.0,34038.0,0.0,123004501.0,0.0,0.0,0,3114038.0,0.0,123004501.0,1,0,0,-1,Unclassified / General,0,unique,3254,0
DESONIDE,2019,2020,3238599.0,35399.0,127924681.04,39.5,3613.79,7.0,3114038.0,0.04,34038.0,0.04,123004501.0,0.04,0.0,1,3176318.5,88077.93,125464591.02,0,0,0,-1,Unclassified / General,0,unique,3254,0
DESONIDE,2020,2021,3363161.0,36761.0,132844861.08,39.5,3613.74,7.0,3238599.0,0.0385,35399.0,0.0385,127924681.04,0.0385,0.0,2,3300880.0,88078.63,130384771.06,0,0,0,-1,Unclassified / General,0,unique,3254,0
DESONIDE,2021,2022,3487722.0,38122.0,137765041.12,39.5,3613.79,7.0,3363161.0,0.037,36761.0,0.037,132844861.08,0.037,0.0,3,3425441.5,88077.93,135304951.1,0,0,0,-1,Unclassified / General,0,unique,3254,0
DESONIDE,2022,2023,3612284.0,39484.0,142685221.16,39.5,3613.75,7.0,3487722.0,0.0357,38122.0,0.0357,137765041.12,0.0357,0.0,4,3550003.0,88078.63,140225131.14,0,0,0,-1,Unclassified / General,0,unique,3254,0
DESONIDE,2023,2024,3736845.0,40845.0,147605401.2,39.5,3613.79,7.0,3612284.0,0.0345,39484.0,0.0345,142685221.16,0.0345,0.0,5,3674564.5,88077.93,145145311.18,0,0,0,-1,Unclassified / General,0,unique,3254,0
FLUOCINONIDE,2018,2019,3477363.0,397363.0,50421763.5,14.5,126.89,4.0,3477363.0,0.0,397363.0,0.0,50421763.5,0.0,0.0,0,3477363.0,0.0,50421763.5,1,0,0,-1,Unclassified / General,0,unique,4462,0
FLUOCINONIDE,2019,2020,3616457.0,413257.0,52438634.04,14.5,126.89,4.0,3477363.0,0.04,397363.0,0.04,50421763.5,0.04,0.0,1,3546910.0,98354.31,51430198.77,0,0,0,-1,Unclassified / General,0,unique,4462,0
FLUOCINONIDE,2020,2021,3755552.0,429152.0,54455504.58,14.5,126.89,4.0,3616457.0,0.0385,413257.0,0.0385,52438634.04,0.0385,0.0,2,3686004.5,98355.02,53447069.31,0,0,0,-1,Unclassified / General,0,unique,4462,0
FLUOCINONIDE,2021,2022,3894646.0,445046.0,56472375.12,14.5,126.89,4.0,3755552.0,0.037,429152.0,0.037,54455504.58,0.037,0.0,3,3825099.0,98354.31,55463939.85,0,0,0,-1,Unclassified / General,0,unique,4462,0
FLUOCINONIDE,2022,2023,4033741.0,460941.0,58489245.66,14.5,126.89,4.0,3894646.0,0.0357,445046.0,0.0357,56472375.12,0.0357,0.0,4,3964193.5,98355.02,57480810.39,0,0,0,-1,Unclassified / General,0,unique,4462,0
FLUOCINONIDE,2023,2024,4172835.0,476835.0,60506116.2,14.5,126.89,4.0,4033741.0,0.0345,460941.0,0.0345,58489245.66,0.0345,0.0,5,4103288.0,98354.31,59497680.93,0,0,0,-1,Unclassified / General,0,unique,4462,0
HALOBETASOL,2018,2019,5051197.0,971197.0,244983054.5,48.5,252.25,6.0,5051197.0,0.0,971197.0,0.0,244983054.5,0.0,0.0,0,5051197.0,0.0,244983054.5,1,0,0,-1,Unclassified / General,0,unique,41208,0
HALOBETASOL,2019,2020,5253244.0,1010044.0,254782376.68,48.5,252.25,6.0,5051197.0,0.04,971197.0,0.04,244983054.5,0.04,0.0,1,5152220.5,142868.8,249882715.59,0,0,0,-1,Unclassified / General,0,unique,41208,0
HALOBETASOL,2020,2021,5455292.0,1048892.0,264581698.86,48.5,252.25,6.0,5253244.0,0.0385,1010044.0,0.0385,254782376.68,0.0385,0.0,2,5354268.0,142869.51,259682037.77,0,0,0,-1,Unclassified / General,0,unique,41208,0
HALOBETASOL,2021,2022,5657340.0,1087740.0,274381021.04,48.5,252.25,6.0,5455292.0,0.037,1048892.0,0.037,264581698.86,0.037,0.0,3,5556316.0,142869.51,269481359.95,0,0,0,-1,Unclassified / General,0,unique,41208,0
HALOBETASOL,2022,2023,5859388.0,1126588.0,284180343.22,48.5,252.25,6.0,5657340.0,0.0357,1087740.0,0.0357,274381021.04,0.0357,0.0,4,5758364.0,142869.51,279280682.13,0,0,0,-1,Unclassified / General,0,unique,41208,0
HALOBETASOL,2023,2024,6061436.0,1165436.0,293979665.4,48.5,252.25,6.0,5859388.0,0.0345,1126588.0,0.0345,284180343.22,0.0345,0.0,5,5960412.0,142869.51,289080004.31,0,0,0,-1,Unclassified / General,0,unique,41208,0
FLURANDRENOLIDE,2018,2019,4222540.0,142540.0,175235410.0,41.5,1229.38,5.0,4222540.0,0.0,142540.0,0.0,175235410.0,0.0,0.0,0,4222540.0,0.0,175235410.0,1,0,0,-1,Unclassified / General,0,unique,4500,0
FLURANDRENOLIDE,2019,2020,4391441.0,148241.0,182244826.4,41.5,1229.38,5.0,4222540.0,0.04,142540.0,0.04,175235410.0,0.04,0.0,1,4306990.5,119431.04,178740118.2,0,0,0,-1,Unclassified / General,0,unique,4500,0
FLURANDRENOLIDE,2020,2021,4560343.0,153943.0,189254242.8,41.5,1229.38,5.0,4391441.0,0.0385,148241.0,0.0385,182244826.4,0.0385,0.0,2,4475892.0,119431.75,185749534.6,0,0,0,-1,Unclassified / General,0,unique,4500,0
FLURANDRENOLIDE,2021,2022,4729244.0,159644.0,196263659.2,41.5,1229.38,5.0,4560343.0,0.037,153943.0,0.037,189254242.8,0.037,0.0,3,4644793.5,119431.04,192758951.0,0,0,0,-1,Unclassified / General,0,unique,4500,0
FLURANDRENOLIDE,2022,2023,4898146.0,165346.0,203273075.6,41.5,1229.38,5.0,4729244.0,0.0357,159644.0,0.0357,196263659.2,0.0357,0.0,4,4813695.0,119431.75,199768367.4,0,0,0,-1,Unclassified / General,0,unique,4500,0
FLURANDRENOLIDE,2023,2024,5067048.0,171048.0,210282492.0,41.5,1229.38,5.0,4898146.0,0.0345,165346.0,0.0345,203273075.6,0.0345,0.0,5,4982597.0,119431.75,206777783.8,0,0,0,-1,Unclassified / General,0,unique,4500,0
HALCINONIDE,2018,2019,2842332.0,762332.0,95218122.0,33.5,124.9,5.0,2842332.0,0.0,762332.0,0.0,95218122.0,0.0,0.0,0,2842332.0,0.0,95218122.0,1,0,0,-1,Unclassified / General,0,unique,5084,0
HALCINONIDE,2019,2020,2956025.0,792825.0,99026846.88,33.5,124.9,5.0,2842332.0,0.04,762332.0,0.04,95218122.0,0.04,0.0,1,2899178.5,80393.09,97122484.44,0,0,0,-1,Unclassified / General,0,unique,5084,0
HALCINONIDE,2020,2021,3069718.0,823318.0,102835571.76,33.5,124.9,5.0,2956025.0,0.0385,792825.0,0.0385,99026846.88,0.0385,0.0,2,3012871.5,80393.09,100931209.32,0,0,0,-1,Unclassified / General,0,unique,5084,0
HALCINONIDE,2021,2022,3183411.0,853811.0,106644296.64,33.5,124.9,5.0,3069718.0,0.037,823318.0,0.037,102835571.76,0.037,0.0,3,3126564.5,80393.09,104739934.2,0,0,0,-1,Unclassified / General,0,unique,5084,0
HALCINONIDE,2022,2023,3297105.0,884305.0,110453021.52,33.5,124.9,5.0,3183411.0,0.0357,853811.0,0.0357,106644296.64,0.0357,0.0,4,3240258.0,80393.8,108548659.08,0,0,0,-1,Unclassified / General,0,unique,5084,0
HALCINONIDE,2023,2024,3410798.0,914798.0,114261746.4,33.5,124.9,5.0,3297105.0,0.0345,884305.0,0.0345,110453021.52,0.0345,0.0,5,3353951.5,80393.09,112357383.96,0,0,0,-1,Unclassified / General,0,unique,5084,0
AMCINONIDE,2018,2019,2366547.0,286547.0,114777529.5,48.5,400.55,4.0,2366547.0,0.0,286547.0,0.0,114777529.5,0.0,0.0,0,2366547.0,0.0,114777529.5,1,0,0,-1,Unclassified / General,0,unique,17652,0
AMCINONIDE,2019,2020,2461208.0,298008.0,119368630.68,48.5,400.56,4.0,2366547.0,0.04,286547.0,0.04,114777529.5,0.04,0.0,1,2413877.5,66935.44,117073080.09,0,0,0,-1,Unclassified / General,0,unique,17652,0
AMCINONIDE,2020,2021,2555870.0,309470.0,123959731.86,48.5,400.55,4.0,2461208.0,0.0385,298008.0,0.0385,119368630.68,0.0385,0.0,2,2508539.0,66936.14,121664181.27,0,0,0,-1,Unclassified / General,0,unique,17652,0
AMCINONIDE,2021,2022,2650532.0,320932.0,128550833.04,48.5,400.55,4.0,2555870.0,0.037,309470.0,0.037,123959731.86,0.037,0.0,3,2603201.0,66936.14,126255282.45,0,0,0,-1,Unclassified / General,0,unique,17652,0
AMCINONIDE,2022,2023,2745194.0,332394.0,133141934.22,48.5,400.55,4.0,2650532.0,0.0357,320932.0,0.0357,128550833.04,0.0357,0.0,4,2697863.0,66936.14,130846383.63,0,0,0,-1,Unclassified / General,0,unique,17652,0
AMCINONIDE,2023,2024,2839856.0,343856.0,137733035.4,48.5,400.55,4.0,2745194.0,0.0345,332394.0,0.0345,133141934.22,0.0345,0.0,5,2792525.0,66936.14,135437484.81,0,0,0,-1,Unclassified / General,0,unique,17652,0
DIFLORASONE,2018,2019,4223554.0,143554.0,23229547.0,5.5,161.82,3.0,4223554.0,0.0,143554.0,0.0,23229547.0,0.0,0.0,0,4223554.0,0.0,23229547.0,1,0,0,-1,Unclassified / General,0,unique,91311,0
DIFLORASONE,2019,2020,4392496.0,149296.0,24158728.88,5.5,161.82,3.0,4223554.0,0.04,143554.0,0.04,23229547.0,0.04,0.0,1,4308025.0,119460.03,23694137.94,0,0,0,-1,Unclassified / General,0,unique,91311,0
DIFLORASONE,2020,2021,4561438.0,155038.0,25087910.76,5.5,161.82,3.0,4392496.0,0.0385,149296.0,0.0385,24158728.88,0.0385,0.0,2,4476967.0,119460.03,24623319.82,0,0,0,-1,Unclassified / General,0,unique,91311,0
DIFLORASONE,2021,2022,4730380.0,160780.0,26017092.64,5.5,161.82,3.0,4561438.0,0.037,155038.0,0.037,25087910.76,0.037,0.0,3,4645909.0,119460.03,25552501.7,0,0,0,-1,Unclassified / General,0,unique,91311,0
DIFLORASONE,2022,2023,4899322.0,166522.0,26946274.52,5.5,161.82,3.0,4730380.0,0.0357,160780.0,0.0357,26017092.64,0.0357,0.0,4,4814851.0,119460.03,26481683.58,0,0,0,-1,Unclassified / General,0,unique,91311,0
DIFLORASONE,2023,2024,5068264.0,172264.0,27875456.4,5.5,161.82,3.0,4899322.0,0.0345,166522.0,0.0345,26946274.52,0.0345,0.0,5,4983793.0,119460.03,27410865.46,0,0,0,-1,Unclassified / General,0,unique,91311,0
DESOXIMETASONE,2018,2019,2094776.0,1014776.0,57606340.0,27.5,56.77,1.0,2094776.0,0.0,1014776.0,0.0,57606340.0,0.0,0.0,0,2094776.0,0.0,57606340.0,1,0,0,-1,Unclassified / General,1,unique,3255,0
DESOXIMETASONE,2019,2020,2178567.0,1055367.0,59910593.6,27.5,56.77,1.0,2094776.0,0.04,1014776.0,0.04,57606340.0,0.04,0.0,1,2136671.5,59249.18,58758466.8,0,0,0,-1,Unclassified / General,1,unique,3255,0
DESOXIMETASONE,2020,2021,2262358.0,1095958.0,62214847.2,27.5,56.77,1.0,2178567.0,0.0385,1055367.0,0.0385,59910593.6,0.0385,0.0,2,2220462.5,59249.18,61062720.4,0,0,0,-1,Unclassified / General,1,unique,3255,0
DESOXIMETASONE,2021,2022,2346149.0,1136549.0,64519100.8,27.5,56.77,1.0,2262358.0,0.037,1095958.0,0.037,62214847.2,0.037,0.0,3,2304253.5,59249.18,63366974.0,0,0,0,-1,Unclassified / General,1,unique,3255,0
DESOXIMETASONE,2022,2023,2429940.0,1177140.0,66823354.4,27.5,56.77,1.0,2346149.0,0.0357,1136549.0,0.0357,64519100.8,0.0357,0.0,4,2388044.5,59249.18,65671227.6,0,0,0,-1,Unclassified / General,1,unique,3255,0
DESOXIMETASONE,2023,2024,2513731.0,1217731.0,69127608.0,27.5,56.77,1.0,2429940.0,0.0345,1177140.0,0.0345,66823354.4,0.0345,0.0,5,2471835.5,59249.18,67975481.2,0,0,0,-1,Unclassified / General,1,unique,3255,0
FLUOCINOLONE,2018,2019,2976997.0,896997.0,144384354.5,48.5,160.96,6.0,2976997.0,0.0,896997.0,0.0,144384354.5,0.0,0.0,0,2976997.0,0.0,144384354.5,1,0,0,-1,Unclassified / General,0,unique,25126,0
FLUOCINOLONE,2019,2020,3096076.0,932876.0,150159728.68,48.5,160.96,6.0,2976997.0,0.04,896997.0,0.04,144384354.5,0.04,0.0,1,3036536.5,84201.57,147272041.59,0,0,0,-1,Unclassified / General,0,unique,25126,0
FLUOCINOLONE,2020,2021,3215156.0,968756.0,155935102.86,48.5,160.96,6.0,3096076.0,0.0385,932876.0,0.0385,150159728.68,0.0385,0.0,2,3155616.0,84202.28,153047415.77,0,0,0,-1,Unclassified / General,0,unique,25126,0
FLUOCINOLONE,2021,2022,3334236.0,1004636.0,161710477.04,48.5,160.96,6.0,3215156.0,0.037,968756.0,0.037,155935102.86,0.037,0.0,3,3274696.0,84202.28,158822789.95,0,0,0,-1,Unclassified / General,0,unique,25126,0
FLUOCINOLONE,2022,2023,3453316.0,1040516.0,167485851.22,48.5,160.96,6.0,3334236.0,0.0357,1004636.0,0.0357,161710477.04,0.0357,0.0,4,3393776.0,84202.28,164598164.13,0,0,0,-1,Unclassified / General,0,unique,25126,0
